time,temperature,humidity,co2
2024-06-01 17:45:00,19.78,89.36,201.2
2024-06-01 17:50:00,19.5,89.24,203.4
2024-06-01 17:55:00,19.22,89.04,204.6
2024-06-01 18:00:00,18.98,89.1,207.2
2024-06-01 18:05:00,18.74,88.88,209.2
2024-06-01 18:10:00,18.6,88.94,208.6
2024-06-01 18:15:00,18.6,89.02,205.8
2024-06-01 18:20:00,18.6,88.56,204.8
2024-06-01 18:25:00,18.48,88.8,206.4
2024-06-01 18:30:00,18.3,89.0,208.6
2024-06-01 18:35:00,18.12,89.34,212.0
2024-06-01 18:40:00,17.94,89.46,212.2
2024-06-01 18:45:00,17.82,89.84,213.4
2024-06-01 18:50:00,17.68,90.08,215.4
2024-06-01 18:55:00,17.6,90.36,218.0
2024-06-01 19:00:00,17.54,90.28,219.8
2024-06-01 19:05:00,17.48,90.16,222.8
2024-06-01 19:10:00,17.38,90.08,224.4
2024-06-01 19:15:00,17.3,89.88,225.8
2024-06-01 19:20:00,17.2,89.58,228.2
2024-06-01 19:25:00,17.12,89.82,230.4
2024-06-01 19:30:00,17.06,89.7,231.0
2024-06-01 19:35:00,16.9,89.48,233.4
2024-06-01 19:40:00,16.76,89.54,235.0
2024-06-01 19:45:00,16.56,89.46,239.6
2024-06-01 19:50:00,16.4,89.46,239.8
2024-06-01 19:55:00,16.26,90.06,242.4
2024-06-01 20:00:00,16.18,89.98,244.0
2024-06-01 20:05:00,16.1,90.04,246.4
2024-06-01 20:10:00,16.1,90.2,249.8
2024-06-01 20:15:00,16.1,90.28,250.8
2024-06-01 20:20:00,16.1,90.18,254.6
2024-06-01 20:25:00,16.02,90.22,257.0
2024-06-01 20:30:00,15.98,90.0,258.4
2024-06-01 20:35:00,15.9,90.08,261.8
2024-06-01 20:40:00,15.88,90.08,264.0
2024-06-01 20:45:00,15.82,90.24,265.6
2024-06-01 20:50:00,15.82,90.66,266.8
2024-06-01 20:55:00,15.96,91.62,271.2
2024-06-01 21:00:00,16.1,91.7,274.2
2024-06-01 21:05:00,16.22,91.84,276.2
2024-06-01 21:10:00,16.3,91.94,280.2
2024-06-01 21:15:00,16.36,92.06,282.6
2024-06-01 21:20:00,16.4,92.16,284.8
2024-06-01 21:25:00,16.4,92.2,289.2
2024-06-01 21:30:00,16.32,92.3,291.2
2024-06-01 21:35:00,16.3,92.52,294.2
2024-06-01 21:40:00,16.3,92.5,296.0
2024-06-01 21:45:00,16.22,92.56,297.6
2024-06-01 21:50:00,16.2,92.72,300.0
2024-06-01 21:55:00,16.12,92.8,301.0
2024-06-01 22:00:00,16.1,92.94,304.0
2024-06-01 22:05:00,16.0,92.8,307.4
2024-06-01 22:10:00,15.94,92.78,306.6
2024-06-01 22:15:00,15.9,92.74,309.2
2024-06-01 22:20:00,15.8,92.76,311.0
2024-06-01 22:25:00,15.8,92.72,311.8
2024-06-01 22:30:00,15.8,92.68,314.8
2024-06-01 22:35:00,15.8,92.8,314.4
2024-06-01 22:40:00,15.8,92.98,317.6
2024-06-01 22:45:00,15.84,93.0,320.2
2024-06-01 22:50:00,15.9,93.02,321.2
2024-06-01 22:55:00,15.9,93.08,324.6
2024-06-01 23:00:00,15.9,93.24,325.2
2024-06-01 23:05:00,15.92,93.36,329.4
2024-06-01 23:10:00,16.0,93.44,331.4
2024-06-01 23:15:00,16.0,93.6,332.6
2024-06-01 23:20:00,16.0,93.66,334.6
2024-06-01 23:25:00,16.08,93.7,337.8
2024-06-01 23:30:00,16.1,93.74,340.0
2024-06-01 23:35:00,16.1,93.72,340.2
2024-06-01 23:40:00,16.1,93.88,344.4
2024-06-01 23:45:00,16.1,93.9,346.4
2024-06-01 23:50:00,16.1,93.94,347.2
2024-06-01 23:55:00,16.1,93.86,348.4
2024-06-02 00:00:00,16.1,94.06,351.0
2024-06-02 00:05:00,16.08,94.2,352.6
2024-06-02 00:10:00,16.0,94.24,354.4
2024-06-02 00:15:00,16.0,94.3,356.4
2024-06-02 00:20:00,16.0,94.22,357.2
2024-06-02 00:25:00,15.94,94.18,359.8
2024-06-02 00:30:00,15.9,94.18,360.0
2024-06-02 00:35:00,15.9,94.18,361.2
2024-06-02 00:40:00,15.88,94.18,364.8
2024-06-02 00:45:00,15.84,94.22,365.2
2024-06-02 00:50:00,15.8,94.24,367.2
2024-06-02 00:55:00,15.8,94.24,367.2
2024-06-02 01:00:00,15.8,94.3,369.0
2024-06-02 01:05:00,15.76,94.32,371.6
2024-06-02 01:10:00,15.7,94.34,372.6
2024-06-02 01:15:00,15.7,94.36,374.0
2024-06-02 01:20:00,15.68,94.4,375.6
2024-06-02 01:25:00,15.6,94.3,376.2
2024-06-02 01:30:00,15.6,94.24,377.0
2024-06-02 01:35:00,15.5,94.18,380.6
2024-06-02 01:40:00,15.44,94.26,380.2
2024-06-02 01:45:00,15.4,94.14,382.2
2024-06-02 01:50:00,15.44,94.08,384.4
2024-06-02 01:55:00,15.56,93.96,385.6
2024-06-02 02:00:00,15.74,93.48,386.2
2024-06-02 02:05:00,15.84,93.16,388.8
2024-06-02 02:10:00,15.96,93.02,389.0
2024-06-02 02:15:00,16.08,92.78,392.0
2024-06-02 02:20:00,16.12,92.68,395.0
2024-06-02 02:25:00,16.2,92.58,397.2
2024-06-02 02:30:00,16.2,92.54,396.4
2024-06-02 02:35:00,16.22,92.68,400.2
2024-06-02 02:40:00,16.22,92.6,401.6
2024-06-02 02:45:00,16.22,92.78,403.8
2024-06-02 02:50:00,16.22,92.9,404.6
2024-06-02 02:55:00,16.2,92.94,406.8
2024-06-02 03:00:00,16.18,93.06,408.4
2024-06-02 03:05:00,16.1,93.1,409.8
2024-06-02 03:10:00,16.08,93.12,410.0
2024-06-02 03:15:00,16.0,93.18,410.8
2024-06-02 03:20:00,15.94,93.14,411.6
2024-06-02 03:25:00,15.86,93.2,414.4
2024-06-02 03:30:00,15.8,93.26,413.6
2024-06-02 03:35:00,15.74,93.32,414.2
2024-06-02 03:40:00,15.7,93.28,415.4
2024-06-02 03:45:00,15.62,93.4,416.6
2024-06-02 03:50:00,15.6,93.52,416.8
2024-06-02 03:55:00,15.56,93.58,418.0
2024-06-02 04:00:00,15.5,93.68,420.6
2024-06-02 04:05:00,15.54,93.8,421.8
2024-06-02 04:10:00,15.62,93.9,423.2
2024-06-02 04:15:00,15.72,93.76,423.4
2024-06-02 04:20:00,15.8,93.6,425.4
2024-06-02 04:25:00,15.9,93.54,426.2
2024-06-02 04:30:00,15.92,93.64,431.4
2024-06-02 04:35:00,16.0,93.76,431.8
2024-06-02 04:40:00,16.0,93.84,432.8
2024-06-02 04:45:00,16.0,93.76,434.8
2024-06-02 04:50:00,16.02,93.82,434.4
2024-06-02 04:55:00,16.0,93.88,437.2
2024-06-02 05:00:00,16.0,94.0,438.2
2024-06-02 05:05:00,16.0,94.02,438.0
2024-06-02 05:10:00,16.0,94.02,440.6
2024-06-02 05:15:00,15.94,94.14,441.2
2024-06-02 05:20:00,15.9,94.08,442.0
2024-06-02 05:25:00,15.9,94.2,443.4
2024-06-02 05:30:00,15.94,94.16,443.8
2024-06-02 05:35:00,16.02,94.16,445.2
2024-06-02 05:40:00,16.16,93.86,448.4
2024-06-02 05:45:00,16.28,93.32,447.4
2024-06-02 05:50:00,16.3,92.8,448.0
2024-06-02 05:55:00,16.3,92.66,444.4
2024-06-02 06:00:00,16.34,92.52,443.2
2024-06-02 06:05:00,16.4,92.46,440.4
2024-06-02 06:10:00,16.46,92.42,436.2
2024-06-02 06:15:00,16.56,91.94,434.4
2024-06-02 06:20:00,16.38,89.12,431.6
2024-06-02 06:25:00,16.08,89.18,430.8
2024-06-02 06:30:00,16.0,89.7,425.0
2024-06-02 06:35:00,16.2,89.28,418.0
2024-06-02 06:40:00,16.6,88.24,408.6
2024-06-02 06:45:00,17.02,87.72,398.6
2024-06-02 06:50:00,17.52,87.24,386.6
2024-06-02 06:55:00,18.14,86.06,379.6
2024-06-02 07:00:00,18.8,84.92,370.0
2024-06-02 07:05:00,19.96,83.86,361.2
2024-06-02 07:10:00,20.8,81.48,356.2
2024-06-02 07:15:00,21.48,80.48,345.4
2024-06-02 07:20:00,22.24,79.26,324.4
2024-06-02 07:25:00,23.06,79.12,305.2
2024-06-02 07:30:00,23.58,77.2,290.4
2024-06-02 07:35:00,23.84,75.32,293.4
2024-06-02 07:40:00,23.9,73.68,288.8
2024-06-02 07:45:00,23.82,72.62,286.6
2024-06-02 07:50:00,23.84,69.7,289.8
2024-06-02 07:55:00,24.04,70.8,283.0
2024-06-02 08:00:00,24.44,71.14,274.8
2024-06-02 08:05:00,24.98,69.94,269.6
2024-06-02 08:10:00,25.34,67.96,280.6
2024-06-02 08:15:00,25.36,67.16,282.0
2024-06-02 08:20:00,24.42,69.56,283.2
2024-06-02 08:25:00,23.9,72.44,277.2
2024-06-02 08:30:00,23.76,71.16,280.2
2024-06-02 08:35:00,22.78,73.32,286.0
2024-06-02 08:40:00,22.3,76.2,276.6
2024-06-02 08:45:00,22.18,76.92,280.4
2024-06-02 08:50:00,22.02,78.22,273.4
2024-06-02 08:55:00,21.8,80.02,270.0
2024-06-02 09:00:00,21.6,80.64,269.4
2024-06-02 09:05:00,21.28,80.64,272.6
2024-06-02 09:10:00,21.22,82.44,269.4
2024-06-02 09:15:00,21.3,82.78,263.8
2024-06-02 09:20:00,21.3,82.26,263.8
2024-06-02 09:25:00,21.28,83.06,260.6
2024-06-02 09:30:00,21.38,83.72,252.4
2024-06-02 09:35:00,21.94,84.24,240.0
2024-06-02 09:40:00,22.46,84.78,225.6
2024-06-02 09:45:00,22.8,82.98,222.4
2024-06-02 09:50:00,23.26,84.12,210.6
2024-06-02 09:55:00,23.64,83.42,199.2
2024-06-02 10:00:00,24.06,83.78,190.6
2024-06-02 10:05:00,24.24,83.48,182.8
2024-06-02 10:10:00,24.46,84.1,176.6
2024-06-02 10:15:00,24.58,84.48,168.0
2024-06-02 10:20:00,24.62,84.54,164.0
2024-06-02 10:25:00,24.66,82.76,162.8
2024-06-02 10:30:00,24.96,83.38,156.2
2024-06-02 10:35:00,25.42,83.86,146.6
2024-06-02 10:40:00,25.56,83.92,142.0
2024-06-02 10:45:00,25.78,82.78,138.4
2024-06-02 10:50:00,25.52,71.68,178.2
2024-06-02 10:55:00,24.06,66.04,252.4
2024-06-02 11:00:00,22.7,69.3,280.2
2024-06-02 11:05:00,22.4,71.56,283.4
2024-06-02 11:10:00,23.8,77.1,254.8
2024-06-02 11:15:00,25.2,72.54,252.0
2024-06-02 11:20:00,25.64,71.84,253.2
2024-06-02 11:25:00,25.8,71.22,254.6
2024-06-02 11:30:00,25.7,71.78,263.0
2024-06-02 11:35:00,25.52,72.96,256.2
2024-06-02 11:40:00,25.32,73.0,257.0
2024-06-02 11:45:00,25.02,72.64,260.4
2024-06-02 11:50:00,24.72,72.14,266.2
2024-06-02 11:55:00,24.58,72.26,264.6
2024-06-02 12:00:00,25.16,71.92,260.2
2024-06-02 12:05:00,26.46,69.98,263.2
2024-06-02 12:10:00,27.78,65.26,265.6
2024-06-02 12:15:00,27.56,65.06,277.2
2024-06-02 12:20:00,26.68,68.18,281.0
2024-06-02 12:25:00,26.38,68.88,284.8
2024-06-02 12:30:00,26.64,68.36,278.2
2024-06-02 12:35:00,26.32,64.92,284.8
2024-06-02 12:40:00,25.08,69.46,290.6
2024-06-02 12:45:00,24.68,70.02,287.0
2024-06-02 12:50:00,24.46,71.48,285.0
2024-06-02 12:55:00,24.08,72.94,280.6
2024-06-02 13:00:00,23.86,73.2,278.4
2024-06-02 13:05:00,23.42,73.6,281.4
2024-06-02 13:10:00,23.1,74.72,280.6
2024-06-02 13:15:00,22.94,77.02,275.4
2024-06-02 13:20:00,23.18,76.76,271.6
2024-06-02 13:25:00,23.5,77.52,263.0
2024-06-02 13:30:00,23.52,76.06,269.2
2024-06-02 13:35:00,23.88,75.04,267.6
2024-06-02 13:40:00,24.28,74.3,261.8
2024-06-02 13:45:00,24.36,72.7,264.2
2024-06-02 13:50:00,24.2,73.26,266.6
2024-06-02 13:55:00,24.06,74.68,261.4
2024-06-02 14:00:00,23.7,75.16,266.4
2024-06-02 14:05:00,23.22,75.92,270.8
2024-06-02 14:10:00,22.94,77.56,267.0
2024-06-02 14:15:00,23.2,77.78,264.0
2024-06-02 14:20:00,23.74,76.72,257.4
2024-06-02 14:25:00,24.34,75.18,255.6
2024-06-02 14:30:00,25.0,74.76,249.6
2024-06-02 14:35:00,25.3,73.68,249.4
2024-06-02 14:40:00,25.36,72.06,252.2
2024-06-02 14:45:00,25.24,72.74,257.6
2024-06-02 14:50:00,25.28,72.56,257.0
2024-06-02 14:55:00,25.12,71.34,261.4
2024-06-02 15:00:00,24.6,72.56,266.2
2024-06-02 15:05:00,23.96,73.8,271.2
2024-06-02 15:10:00,23.78,75.44,268.6
2024-06-02 15:15:00,23.98,75.8,263.8
2024-06-02 15:20:00,23.94,74.54,266.8
2024-06-02 15:25:00,23.64,74.7,271.0
2024-06-02 15:30:00,23.36,75.82,272.0
2024-06-02 15:35:00,23.02,77.14,271.2
2024-06-02 15:40:00,22.74,78.08,270.6
2024-06-02 15:45:00,22.7,78.88,267.8
2024-06-02 15:50:00,22.78,79.6,263.4
2024-06-02 15:55:00,22.92,79.4,259.8
2024-06-02 16:00:00,23.16,78.56,258.6
2024-06-02 16:05:00,23.12,77.28,261.4
2024-06-02 16:10:00,22.94,77.6,265.4
2024-06-02 16:15:00,23.04,76.88,264.0
2024-06-02 16:20:00,23.2,75.42,263.6
2024-06-02 16:25:00,23.34,75.16,265.4
2024-06-02 16:30:00,23.5,75.02,261.6
2024-06-02 16:35:00,23.32,75.5,263.8
2024-06-02 16:40:00,23.0,74.98,271.0
2024-06-02 16:45:00,22.48,76.74,274.4
2024-06-02 16:50:00,21.86,77.88,280.8
2024-06-02 16:55:00,21.4,79.2,284.0
2024-06-02 17:00:00,21.08,80.44,284.2
2024-06-02 17:05:00,21.1,81.24,284.6
2024-06-02 17:10:00,21.94,81.24,269.6
2024-06-02 17:15:00,22.2,78.0,268.0
2024-06-02 17:20:00,22.16,78.26,266.6
2024-06-02 17:25:00,22.16,78.88,265.0
2024-06-02 17:30:00,22.28,78.62,262.6
2024-06-02 17:35:00,22.48,78.48,258.4
2024-06-02 17:40:00,22.66,77.04,260.8
2024-06-02 17:45:00,23.26,76.7,257.0
2024-06-02 17:50:00,23.7,73.1,255.4
2024-06-02 17:55:00,23.86,71.8,263.2
2024-06-02 18:00:00,23.84,71.54,265.2
2024-06-02 18:05:00,23.74,71.66,266.2
2024-06-02 18:10:00,23.2,71.98,272.6
2024-06-02 18:15:00,22.62,74.36,273.4
2024-06-02 18:20:00,22.42,74.14,276.0
2024-06-02 18:25:00,22.46,74.28,276.8
2024-06-02 18:30:00,22.26,74.16,279.0
2024-06-02 18:35:00,21.88,74.96,279.8
2024-06-02 18:40:00,21.36,75.62,282.6
2024-06-02 18:45:00,20.94,77.04,283.6
2024-06-02 18:50:00,20.64,77.56,286.4
2024-06-02 18:55:00,20.38,78.0,288.8
2024-06-02 19:00:00,20.08,78.64,288.6
2024-06-02 19:05:00,19.94,79.42,291.2
2024-06-02 19:10:00,19.74,80.3,293.8
2024-06-02 19:15:00,19.44,81.0,297.4
2024-06-02 19:20:00,19.1,81.46,300.6
2024-06-02 19:25:00,18.74,81.72,303.0
2024-06-02 19:30:00,18.44,82.08,305.4
2024-06-02 19:35:00,18.18,83.64,307.2
2024-06-02 19:40:00,17.96,84.2,306.6
2024-06-02 19:45:00,17.74,84.4,308.8
2024-06-02 19:50:00,17.58,85.7,311.4
2024-06-02 19:55:00,17.5,86.16,311.8
2024-06-02 20:00:00,17.48,86.02,313.4
2024-06-02 20:05:00,17.36,85.9,316.2
2024-06-02 20:10:00,17.3,85.92,318.2
2024-06-02 20:15:00,17.3,86.7,321.0
2024-06-02 20:20:00,17.3,87.22,324.6
2024-06-02 20:25:00,17.3,87.44,325.6
2024-06-02 20:30:00,17.3,87.84,327.0
2024-06-02 20:35:00,17.26,88.16,329.2
2024-06-02 20:40:00,17.22,88.46,331.8
2024-06-02 20:45:00,17.18,88.38,333.4
2024-06-02 20:50:00,17.1,88.26,335.0
2024-06-02 20:55:00,17.0,88.42,338.4
2024-06-02 21:00:00,17.12,89.4,340.4
2024-06-02 21:05:00,17.26,89.84,342.8
2024-06-02 21:10:00,17.3,90.18,346.8
2024-06-02 21:15:00,17.24,89.74,346.8
2024-06-02 21:20:00,17.12,89.56,349.2
2024-06-02 21:25:00,17.04,89.98,350.2
2024-06-02 21:30:00,16.94,90.32,354.2
2024-06-02 21:35:00,16.82,90.46,355.4
2024-06-02 21:40:00,16.66,90.44,357.2
2024-06-02 21:45:00,16.58,90.52,358.8
2024-06-02 21:50:00,16.46,90.66,360.6
2024-06-02 21:55:00,16.38,90.74,362.4
2024-06-02 22:00:00,16.28,90.6,364.8
2024-06-02 22:05:00,16.2,90.54,364.6
2024-06-02 22:10:00,16.1,90.64,365.6
2024-06-02 22:15:00,16.02,90.64,366.2
2024-06-02 22:20:00,15.9,90.74,370.4
2024-06-02 22:25:00,15.84,90.7,371.0
